"temno","cflo","evalue_ab","bitscore_ab","evalue_ba","bitscore_ba","cflo_gene","cflo_name","temno_gene","temno_name"
"TGZ51748.1","XP_011252731.1",3e-132,380,1e-132,380,"LOC105249159","peptide methionine sulfoxide reductase isoform X1","DBV15_04980","Uncharacterized protein DBV15_04980"
"TGZ51748.1","XP_011252732.1",1e-132,380,4e-133,380,"LOC105249159","peptide methionine sulfoxide reductase isoform X2","DBV15_04980","Uncharacterized protein DBV15_04980"
"TGZ51748.1","XP_011252733.1",1e-132,380,4e-133,380,"LOC105249159","peptide methionine sulfoxide reductase isoform X2","DBV15_04980","Uncharacterized protein DBV15_04980"
"TGZ51749.1","XP_011252728.1",7e-67,202,3e-67,202,"LOC105249158","transmembrane protein 42","DBV15_04983","Transmembrane protein"
"TGZ51749.1","XP_025269435.1",7e-67,202,3e-67,202,"LOC105249158","transmembrane protein 42","DBV15_04983","Transmembrane protein"
"TGZ51750.1","XP_011252724.1",0,1079,0,1079,"LOC105249157","protein phosphatase 1 regulatory subunit 16A isoform X1","DBV15_04982","Protein phosphatase 1 regulatory subunit 16A"
"TGZ51750.1","XP_011252725.1",0,1080,0,1080,"LOC105249157","protein phosphatase 1 regulatory subunit 16A isoform X2","DBV15_04982","Protein phosphatase 1 regulatory subunit 16A"
"TGZ51750.1","XP_011252726.1",0,1056,0,1056,"LOC105249157","protein phosphatase 1 regulatory subunit 16A isoform X3","DBV15_04982","Protein phosphatase 1 regulatory subunit 16A"
"TGZ51751.1","XP_011259256.1",1e-169,475,4e-170,475,"LOC105253131","triosephosphate isomerase","DBV15_04941","Triosephosphate isomerase, partial"
"TGZ51752.1","XP_011259257.1",5e-83,244,1e-83,244,"LOC105253132","INO80 complex subunit C","DBV15_04940","Uncharacterized protein DBV15_04940"
"TGZ51752.1","XP_011259258.1",5e-83,244,1e-83,244,"LOC105253132","INO80 complex subunit C","DBV15_04940","Uncharacterized protein DBV15_04940"
"TGZ51752.1","XP_025269607.1",5e-83,244,1e-83,244,"LOC105253132","INO80 complex subunit C","DBV15_04940","Uncharacterized protein DBV15_04940"
"TGZ51753.1","XP_011261963.1",0,732,0,732,"LOC105254776","probable tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial","DBV15_04943","putative O-sialoglycoprotein endopeptidase 2"
"TGZ51754.1","XP_011259197.1",0,848,0,861,"LOC105253099","serine/threonine-protein kinase STK11 isoform X1","DBV15_04942","Uncharacterized protein DBV15_04942"
"TGZ51754.1","XP_011259198.1",0,842,0,853,"LOC105253099","serine/threonine-protein kinase STK11 isoform X2","DBV15_04942","Uncharacterized protein DBV15_04942"
"TGZ51756.1","XP_011261961.1",0,603,0,602,"LOC105254775","GTP-binding protein 10 homolog isoform X1","DBV15_04944","GTP-binding protein 10-like protein"
"TGZ51757.1","XP_025269573.1",0,870,0,874,"LOC105247802","uncharacterized protein LOC105247802 isoform X1","DBV15_04947","Uncharacterized protein DBV15_04947"
"TGZ51757.1","XP_025269574.1",0,877,0,884,"LOC105247802","uncharacterized protein LOC105247802 isoform X2","DBV15_04947","Uncharacterized protein DBV15_04947"
"TGZ51758.1","XP_011261955.2",0,934,0,934,"LOC105254774","solute carrier family 2, facilitated glucose transporter member 1 isoform X2","DBV15_04946","Solute carrier family 2, facilitated glucose transporter member 1"
"TGZ51758.1","XP_011261956.2",0,934,0,934,"LOC105254774","solute carrier family 2, facilitated glucose transporter member 1 isoform X2","DBV15_04946","Solute carrier family 2, facilitated glucose transporter member 1"
"TGZ51758.1","XP_019884170.2",0,931,0,931,"LOC105254774","solute carrier family 2, facilitated glucose transporter member 1 isoform X1","DBV15_04946","Solute carrier family 2, facilitated glucose transporter member 1"
"TGZ51759.1","XP_011262769.1",3e-85,248,1e-85,248,"LOC105255283","transcription initiation factor TFIID subunit 10","DBV15_04949","Transcription initiation factor TFIID subunit 10"
"TGZ51761.1","XP_011264857.1",0,1789,0,1785,"LOC105256548","protein shuttle craft","DBV15_04969","Protein shuttle craft"
"TGZ51762.1","XP_025269519.1",0,1233,0,1254,"LOC105256542","LOW QUALITY PROTEIN: uncharacterized protein LOC105256542","DBV15_04968","Uncharacterized protein DBV15_04968"
"TGZ51763.1","XP_011264743.1",0,1140,0,1147,"LOC105256492","uncharacterized protein LOC105256492 isoform X1","DBV15_04963","UDP-N-acetylglucosamine transferase subunit ALG13-like protein"
"TGZ51763.1","XP_011264752.1",0,1140,0,1147,"LOC105256492","uncharacterized protein LOC105256492 isoform X1","DBV15_04963","UDP-N-acetylglucosamine transferase subunit ALG13-like protein"
"TGZ51763.1","XP_011264760.1",0,1140,0,1147,"LOC105256492","uncharacterized protein LOC105256492 isoform X1","DBV15_04963","UDP-N-acetylglucosamine transferase subunit ALG13-like protein"
"TGZ51763.1","XP_011264766.1",0,1140,0,1147,"LOC105256492","uncharacterized protein LOC105256492 isoform X1","DBV15_04963","UDP-N-acetylglucosamine transferase subunit ALG13-like protein"
"TGZ51763.1","XP_019884691.1",0,1106,0,1112,"LOC105256492","OTU domain-containing protein 4 isoform X2","DBV15_04963","UDP-N-acetylglucosamine transferase subunit ALG13-like protein"
"TGZ51765.1","XP_011264720.1",4e-108,311,1e-108,311,"LOC105256482","thymosin beta isoform X1","DBV15_04961","Uncharacterized protein DBV15_04961"
"TGZ51765.1","XP_011264730.1",4e-108,311,1e-108,311,"LOC105256482","thymosin beta isoform X1","DBV15_04961","Uncharacterized protein DBV15_04961"
"TGZ51766.1","XP_011264696.1",2e-165,469,8e-166,469,"LOC105256427","serine-arginine protein 55 isoform X16","DBV15_04960","Serine-arginine protein 55"
"TGZ51766.1","XP_025269460.1",3e-165,468,1e-165,468,"LOC105256427","serine-arginine protein 55 isoform X17","DBV15_04960","Serine-arginine protein 55"
"TGZ51768.1","XP_011264819.1",6e-54,171,2e-54,171,"LOC105256529","ribonuclease P protein subunit p20","DBV15_04966","Uncharacterized protein DBV15_04966"
"TGZ51769.1","XP_011264803.1",0,883,0,883,"LOC105256528","cleavage stimulation factor subunit 1","DBV15_04965","Cleavage stimulation factor subunit 1"
"TGZ51770.1","XP_025269404.1",5e-136,387,2e-136,388,"LOC105256514","protein pxr1 isoform X1","DBV15_04964","Uncharacterized protein DBV15_04964"
"TGZ51770.1","XP_025269405.1",5e-139,395,9e-140,396,"LOC105256514","dentin sialophosphoprotein isoform X3","DBV15_04964","Uncharacterized protein DBV15_04964"
"TGZ51773.1","XP_011264514.1",0,660,0,660,"LOC105256365","hsp70-binding protein 1 isoform X1","DBV15_04950","Hsp70-binding protein 1"
"TGZ51773.1","XP_011264519.1",0,656,0,656,"LOC105256365","hsp70-binding protein 1 isoform X2","DBV15_04950","Hsp70-binding protein 1"
"TGZ51774.1","XP_011264549.1",0,1454,0,1486,"LOC105256389","neurogenic locus protein delta","DBV15_04951","Delta-like protein"
"TGZ51780.1","XP_011264561.1",0,2771,0,2738,"LOC105256396","chromatin-remodeling ATPase INO80 isoform X1","DBV15_04959","Uncharacterized protein DBV15_04959"
"TGZ51780.1","XP_025269451.1",0,2771,0,2738,"LOC105256396","chromatin-remodeling ATPase INO80 isoform X1","DBV15_04959","Uncharacterized protein DBV15_04959"
"TGZ51782.1","XP_011262706.1",1e-78,231,4e-79,231,"LOC105255238","40S ribosomal protein S26","DBV15_12410","40S ribosomal protein S26"
"TGZ51783.1","XP_011262705.1",2e-81,241,9e-82,241,"LOC105255237","PEST proteolytic signal-containing nuclear protein-like","DBV15_12409","Pest proteolytic signal-containing nuclear, partial"
"TGZ51803.1","XP_025267112.1",0,573,0,574,"LOC105248022","serine/threonine-protein kinase S6KL","DBV15_08606","Uncharacterized protein DBV15_08606, partial"
"TGZ51804.1","XP_011250853.1",3e-90,288,5e-107,330,"LOC105248019","fibrous sheath CABYR-binding protein","DBV15_08607","Uncharacterized protein DBV15_08607"
"TGZ51811.1","XP_011250856.1",5e-133,374,2e-133,374,"LOC105248023","NEDD8-conjugating enzyme Ubc12","DBV15_08608","NEDD8-conjugating enzyme Ubc12"
"TGZ51812.1","XP_011250858.1",0,1514,0,1535,"LOC105248024","importin-7","DBV15_08609","Importin-7-like protein"
"TGZ51813.1","XP_011250841.1",0,1155,0,1155,"LOC105248014","endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase","DBV15_08596","alpha-1,2-Mannosidase"
"TGZ51814.1","XP_011250842.1",7e-124,350,3e-124,350,"LOC105248015","peptidyl-prolyl cis-trans isomerase-like 1","DBV15_08597","Peptidyl-prolyl cis-trans isomerase"
"TGZ51816.1","XP_011250835.1",2e-55,174,4e-62,191,"LOC105248013","uncharacterized protein LOC105248013 isoform X2","DBV15_08595","Uncharacterized protein DBV15_08595"
"TGZ51818.1","XP_011250832.1",0,774,0,774,"LOC105248012","juvenile hormone epoxide hydrolase 1","DBV15_08593","Epoxide hydrolase"
"TGZ51820.1","XP_019882034.1",2e-44,144,1e-44,144,"LOC105248018","uncharacterized protein LOC105248018","DBV15_08599","Far upstream element-binding 2-like protein"
"TGZ51821.1","XP_025267046.1",0,558,0,573,"LOC105248038","thyrotroph embryonic factor isoform X5","DBV15_08590","Hepatic leukemia factor"
"TGZ51823.1","XP_011250865.2",0,4351,0,4299,"LOC105248027","LOW QUALITY PROTEIN: PHD finger protein rhinoceros","DBV15_08611","Uncharacterized protein DBV15_08611"
"TGZ51824.1","XP_011250859.1",0,2582,0,2588,"LOC105248025","tyrosine-protein kinase Abl isoform X1","DBV15_08610","Tyrosine-protein kinase Abl"
"TGZ51824.1","XP_011250860.1",0,2572,0,2579,"LOC105248025","tyrosine-protein kinase Abl isoform X2","DBV15_08610","Tyrosine-protein kinase Abl"
"TGZ51824.1","XP_011250861.1",0,2591,0,2593,"LOC105248025","tyrosine-protein kinase Abl isoform X3","DBV15_08610","Tyrosine-protein kinase Abl"
"TGZ51824.1","XP_011250862.1",0,2555,0,2562,"LOC105248025","tyrosine-protein kinase Abl isoform X4","DBV15_08610","Tyrosine-protein kinase Abl"
"TGZ51824.1","XP_011250863.1",0,2547,0,2555,"LOC105248025","tyrosine-protein kinase Abl isoform X5","DBV15_08610","Tyrosine-protein kinase Abl"
"TGZ51826.1","XP_011250868.1",0,697,0,702,"LOC105248029","cingulin","DBV15_08612","Uncharacterized protein DBV15_08612"
"TGZ51826.1","XP_019882047.1",0,697,0,702,"LOC105248029","cingulin","DBV15_08612","Uncharacterized protein DBV15_08612"
"TGZ51828.1","XP_011250831.1",0,723,0,730,"LOC105248011","uncharacterized protein LOC105248011","DBV15_08588","Uncharacterized protein DBV15_08588, partial"
"TGZ51829.1","XP_025267384.1",3e-89,265,2e-78,236,"LOC105258627","elongation of very long chain fatty acids protein AAEL008004","DBV15_12775","Elongation of very long chain fatty acids protein"
"TGZ51829.1","XP_025267385.1",3e-89,265,2e-78,236,"LOC105258627","elongation of very long chain fatty acids protein AAEL008004","DBV15_12775","Elongation of very long chain fatty acids protein"
"TGZ51829.1","XP_025267386.1",3e-89,265,2e-78,236,"LOC105258627","elongation of very long chain fatty acids protein AAEL008004","DBV15_12775","Elongation of very long chain fatty acids protein"
"TGZ51831.1","XP_011259417.2",1e-152,457,4e-153,457,"LOC105253233","leukotriene A-4 hydrolase","DBV15_11464","Leukotriene A(4) hydrolase"
"TGZ51832.1","XP_011269174.1",0,1053,0,1053,"LOC105259129","nuclear pore complex protein Nup93","DBV15_11460","Nuclear pore protein"
"TGZ51832.1","XP_011269175.1",0,1053,0,1053,"LOC105259129","nuclear pore complex protein Nup93","DBV15_11460","Nuclear pore protein"
"TGZ51832.1","XP_025261689.1",0,1053,0,1053,"LOC105259129","nuclear pore complex protein Nup93","DBV15_11460","Nuclear pore protein"
"TGZ51833.1","XP_011254275.1",0,1454,0,1454,"LOC105250083","ubiquitin carboxyl-terminal hydrolase CYLD isoform X1","DBV15_11461","Ubiquitin carboxyl-terminal hydrolase CYLD"
"TGZ51833.1","XP_025263140.1",0,1454,0,1454,"LOC105250083","ubiquitin carboxyl-terminal hydrolase CYLD isoform X1","DBV15_11461","Ubiquitin carboxyl-terminal hydrolase CYLD"
"TGZ51834.1","XP_011254274.1",2e-121,351,1e-121,351,"LOC105250082","distal membrane-arm assembly complex protein 2","DBV15_11462","Uncharacterized protein DBV15_11462"
"TGZ51835.1","XP_011254277.1",1e-93,275,4e-94,275,"LOC105250084","U11/U12 small nuclear ribonucleoprotein 25 kDa protein","DBV15_11463","U11/U12 small nuclear ribonucleoprotein 25 kDa protein"
"TGZ51837.1","XP_025270558.1",4e-151,449,1e-151,449,"LOC105255725","F-box/LRR-repeat protein 7 isoform X2","DBV15_11973","putative RNA-binding protein EEED8.10, partial"
"TGZ51848.1","XP_025264794.1",0,1697,0,1697,"LOC105248296","latrophilin Cirl isoform X1","DBV15_08724","Latrophilin Cirl"
"TGZ51848.1","XP_025264795.1",0,1691,0,1692,"LOC105248296","latrophilin Cirl isoform X2","DBV15_08724","Latrophilin Cirl"
"TGZ51848.1","XP_025264798.1",0,1691,0,1692,"LOC105248296","latrophilin Cirl isoform X3","DBV15_08724","Latrophilin Cirl"
"TGZ51868.1","XP_011255752.1",0,741,0,742,"LOC105250989","protein escargot","DBV15_10012","Protein escargot"
"TGZ51875.1","XP_011255750.1",0,715,0,697,"LOC105250988","uncharacterized protein At4g17910 isoform X1","DBV15_09998","Phosphatidylinositol-glycan biosynthesis class W protein"
"TGZ51881.1","XP_025269779.1",2e-117,353,3e-112,340,"LOC105257239","transmembrane protease serine 9","DBV15_10003","Lectizyme"
"TGZ51883.1","XP_011259072.2",0,639,0,639,"LOC105253026","uncharacterized protein LOC105253026","DBV15_10005","Uncharacterized protein DBV15_10005"
"TGZ51883.1","XP_011259073.2",0,643,0,643,"LOC105253027","uncharacterized protein LOC105253027","DBV15_10005","Uncharacterized protein DBV15_10005"
"TGZ51886.1","XP_025265623.1",2e-36,127,1e-36,127,"LOC112638334","uncharacterized protein LOC112638334","DBV15_12677","Uncharacterized protein DBV15_12677"
"TGZ51894.1","XP_011265692.1",0,1189,0,1176,"LOC105257044","ABC transporter G family member 9","DBV15_10914","ABC transporter G family member 22"
"TGZ51903.1","XP_011251279.1",0,1662,0,1610,"LOC105248276","inner centromere protein isoform X2","DBV15_05569","Reticulocyte-binding protein 2-like protein a"
"TGZ51903.1","XP_011251280.1",0,1615,0,1560,"LOC105248276","MAP7 domain-containing protein 1 isoform X3","DBV15_05569","Reticulocyte-binding protein 2-like protein a"
"TGZ51903.1","XP_011251281.1",0,1606,0,1551,"LOC105248276","MAP7 domain-containing protein 1 isoform X4","DBV15_05569","Reticulocyte-binding protein 2-like protein a"
"TGZ51903.1","XP_011251291.1",0,1660,0,1608,"LOC105248276","inner centromere protein isoform X14","DBV15_05569","Reticulocyte-binding protein 2-like protein a"
"TGZ51903.1","XP_011251292.1",0,1665,0,1616,"LOC105248276","inner centromere protein isoform X15","DBV15_05569","Reticulocyte-binding protein 2-like protein a"
"TGZ51903.1","XP_011251293.1",0,1661,0,1611,"LOC105248276","inner centromere protein isoform X18","DBV15_05569","Reticulocyte-binding protein 2-like protein a"
"TGZ51903.1","XP_011251297.1",0,1617,0,1567,"LOC105248276","titin homolog isoform X22","DBV15_05569","Reticulocyte-binding protein 2-like protein a"
"TGZ51903.1","XP_011251301.1",0,1614,0,1562,"LOC105248276","inner centromere protein isoform X26","DBV15_05569","Reticulocyte-binding protein 2-like protein a"
"TGZ51903.1","XP_011251302.1",0,1687,0,1630,"LOC105248276","inner centromere protein isoform X27","DBV15_05569","Reticulocyte-binding protein 2-like protein a"
"TGZ51903.1","XP_011251304.1",0,1665,0,1613,"LOC105248276","inner centromere protein isoform X29","DBV15_05569","Reticulocyte-binding protein 2-like protein a"
"TGZ51903.1","XP_011251306.1",0,1665,0,1615,"LOC105248276","inner centromere protein isoform X32","DBV15_05569","Reticulocyte-binding protein 2-like protein a"
"TGZ51903.1","XP_011251307.1",0,1666,0,1616,"LOC105248276","inner centromere protein isoform X33","DBV15_05569","Reticulocyte-binding protein 2-like protein a"
"TGZ51903.1","XP_011251309.1",0,1667,0,1616,"LOC105248276","inner centromere protein isoform X35","DBV15_05569","Reticulocyte-binding protein 2-like protein a"
"TGZ51903.1","XP_011251310.1",0,1619,0,1567,"LOC105248276","eukaryotic translation initiation factor 4 gamma isoform X39","DBV15_05569","Reticulocyte-binding protein 2-like protein a"
"TGZ51903.1","XP_019882120.1",0,1664,0,1608,"LOC105248276","inner centromere protein isoform X1","DBV15_05569","Reticulocyte-binding protein 2-like protein a"
"TGZ51903.1","XP_025265339.1",0,1682,0,1622,"LOC105248276","inner centromere protein isoform X7","DBV15_05569","Reticulocyte-binding protein 2-like protein a"
"TGZ51903.1","XP_025265340.1",0,1686,0,1623,"LOC105248276","inner centromere protein isoform X9","DBV15_05569","Reticulocyte-binding protein 2-like protein a"
"TGZ51903.1","XP_025265341.1",0,1659,0,1606,"LOC105248276","inner centromere protein isoform X10","DBV15_05569","Reticulocyte-binding protein 2-like protein a"
"TGZ51903.1","XP_025265342.1",0,1636,0,1574,"LOC105248276","inner centromere protein isoform X11","DBV15_05569","Reticulocyte-binding protein 2-like protein a"
"TGZ51903.1","XP_025265343.1",0,1686,0,1625,"LOC105248276","inner centromere protein isoform X12","DBV15_05569","Reticulocyte-binding protein 2-like protein a"
"TGZ51903.1","XP_025265344.1",0,1638,0,1577,"LOC105248276","inner centromere protein isoform X13","DBV15_05569","Reticulocyte-binding protein 2-like protein a"
"TGZ51903.1","XP_025265345.1",0,1611,0,1559,"LOC105248276","inner centromere protein isoform X16","DBV15_05569","Reticulocyte-binding protein 2-like protein a"
"TGZ51903.1","XP_025265347.1",0,1689,0,1630,"LOC105248276","inner centromere protein isoform X19","DBV15_05569","Reticulocyte-binding protein 2-like protein a"
"TGZ51903.1","XP_025265348.1",0,1612,0,1560,"LOC105248276","inner centromere protein isoform X21","DBV15_05569","Reticulocyte-binding protein 2-like protein a"
"TGZ51903.1","XP_025265349.1",0,1690,0,1628,"LOC105248276","inner centromere protein isoform X23","DBV15_05569","Reticulocyte-binding protein 2-like protein a"
"TGZ51903.1","XP_025265351.1",0,1689,0,1627,"LOC105248276","inner centromere protein isoform X28","DBV15_05569","Reticulocyte-binding protein 2-like protein a"
"TGZ51903.1","XP_025265352.1",0,1688,0,1627,"LOC105248276","inner centromere protein isoform X30","DBV15_05569","Reticulocyte-binding protein 2-like protein a"
"TGZ51903.1","XP_025265354.1",0,1617,0,1567,"LOC105248276","eukaryotic translation initiation factor 4 gamma isoform X36","DBV15_05569","Reticulocyte-binding protein 2-like protein a"
"TGZ51903.1","XP_025265355.1",0,1618,0,1568,"LOC105248276","eukaryotic translation initiation factor 4 gamma isoform X37","DBV15_05569","Reticulocyte-binding protein 2-like protein a"
"TGZ51908.1","XP_011251269.1",0,960,0,959,"LOC105248274","bicaudal D-related protein homolog","DBV15_05560","Uncharacterized protein DBV15_05560"
"TGZ51908.1","XP_025265303.1",0,960,0,959,"LOC105248274","bicaudal D-related protein homolog","DBV15_05560","Uncharacterized protein DBV15_05560"
